"","fecha","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"2020.429","2020-06-06",3.81023031046491,2.83017392509462,4.79028669583519,2.31136341365925,5.30909720727057
"2020.433","2020-06-07",3.81987357502592,2.83359817139788,4.80614897865395,2.3114955105606,5.32825163949123
"2020.437","2020-06-08",3.80841134989547,2.81595309767279,4.80086960211815,2.29057743449668,5.32624526529427
"2020.440","2020-06-10",3.68309743296236,2.68449182871196,4.68170303721276,2.15586195394447,5.21033291198026
"2020.444","2020-06-11",3.70192995080798,2.6972118382836,4.70664806333236,2.16534619709377,5.23851370452219
"2020.448","2020-06-12",3.71147203571947,2.7006756253007,4.72226844613824,2.16559232756956,5.25735174386938
"2020.452","2020-06-14",3.70771617129801,2.69087505862997,4.72455728396605,2.15259188881776,5.26284045377826
"2020.456","2020-06-15",3.71318477561886,2.69033195949417,4.73603759174355,2.14886638610651,5.27750316513121
"2020.460","2020-06-17",3.71923487039718,2.69040276991944,4.74806697087491,2.14577195459313,5.29269778620122
"2020.464","2020-06-18",3.74649163583499,2.71171210690044,4.78127116476955,2.16393291312828,5.32905035854171
"2020.468","2020-06-20",3.80046592334238,2.759770274474,4.84116157221076,2.20885927598693,5.39207257069783
"2020.472","2020-06-21",3.78005208199032,2.73347108955696,4.82663307442368,2.17944457838052,5.38065958560012
"2020.476","2020-06-23",3.71847926905079,2.66604319190142,4.77091534620015,2.10891718610269,5.32804135199889
"2020.480","2020-06-24",3.73378509301562,2.67552368655745,4.79204649947379,2.1153139376975,5.35225624833374
"2020.484","2020-06-26",3.73362013203049,2.66956266177767,4.79767760228331,2.10628466208389,5.36095560197709
"2020.488","2020-06-27",3.71938025274055,2.64955550735893,4.78920499812218,2.08322449663045,5.35553600885066
"2020.492","2020-06-29",3.73160161159906,2.65603791547065,4.80716530772747,2.08666888772959,5.37653433546853
"2020.496","2020-06-30",3.7719938989555,2.69071912428529,4.8532686736257,2.11832683418571,5.42566096372529
"2020.500","2020-07-02",3.83412414117856,2.74716571966478,4.92108256269234,2.17176468867054,5.49648359368658
"2020.504","2020-07-03",3.86260409327905,2.7699890273669,4.95521915919121,2.19159354970904,5.53361463684907
"2020.508","2020-07-04",3.83422995814144,2.73598483187923,4.93247508440364,2.15460898030287,5.51385093598
"2020.512","2020-07-06",3.8708102506368,2.7669612401524,4.9746592611212,2.1826188714626,5.559001629811
"2020.516","2020-07-07",3.89315151713118,2.78372440074555,5.0025786335168,2.19642916116112,5.58987387310123
"2020.520","2020-07-09",3.8630040656695,2.74802423366344,4.97798389767556,2.15778956398714,5.56821856735187
"2020.524","2020-07-10",3.89650721494909,2.7759996789982,5.01701475089998,2.18283881961129,5.61017561028689
"2020.528","2020-07-12",3.89384709028793,2.76783649258025,5.01985768799562,2.1717624882691,5.61593169230676
"2020.532","2020-07-13",3.91155483695103,2.7800654590008,5.04304421490125,2.18109116362263,5.64201851027942
"2020.536","2020-07-15",3.96011922213783,2.82317499330846,5.09706345096721,2.22131307430305,5.69892536997261
"2020.540","2020-07-16",3.85070187083498,2.70832637658316,4.9930773650868,2.10358931933711,5.59781442233285
"2020.544","2020-07-18",3.82856827407453,2.68078476392737,4.97635178422168,2.07318487599689,5.58395167215216
"2020.548","2020-07-19",3.75017530519908,2.59700670047511,4.90334390992305,1.98655611567329,5.51379449472488
"2020.552","2020-07-21",3.79115819687016,2.63262709815472,4.94968929558561,2.01933778050872,5.56297861323161
"2020.556","2020-07-22",3.84059389626112,2.67672259064605,5.00446520187619,2.06060633822965,5.62058145429259
"2020.560","2020-07-23",3.87690720019577,2.70771766829295,5.04609673209858,2.0887861169392,5.66502828345234
"2020.563","2020-07-25",3.8175142281839,2.64302815092153,4.99200030544628,2.02129277782053,5.61373567854728
"2020.567","2020-07-26",3.77733067262278,2.59756943783299,4.95709190741257,1.97304156501916,5.5816197802264
"2020.571","2020-07-27",3.83041531535348,2.64540002415953,5.01543060654743,2.01809082189278,5.64273980881419
"2020.575","2020-07-29",3.86631005779934,2.67606153081001,5.05655858478867,2.04598202085485,5.68663809474383
"2020.579","2020-07-30",3.91875651756621,2.72329530088492,5.1142177342475,2.09045635969151,5.7470566754409
"2020.583","2020-08-01",3.87289233362248,2.67223870467817,5.07354596256678,2.03665106646899,5.70913360077596
"2020.587","2020-08-02",3.91087779792167,2.70505177112814,5.11670382471519,2.06672603089385,5.75502956494949
"2020.591","2020-08-04",3.94841354964863,2.73743488189877,5.15939221739849,2.0963814983067,5.80044560099055
"2020.595","2020-08-05",3.9398533673238,2.7237415633249,5.15596517132271,2.0799708615434,5.79973587310421
"2020.599","2020-08-07",3.93885555262084,2.71762987007676,5.16008123516491,2.07115204451846,5.80655906072321
"2020.603","2020-08-08",3.89275858296681,2.66643803761272,5.1190791283209,2.01726315459976,5.76825401133386
